"WaterProviderName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","BNDSS_ID","BNDSS_ID_Flag","PWS_ID","PWS_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","OWF_ID","OWF_ID_Flag","LocalGovtType","EntityStartYear","EntityStartYear_Flag","EntityEndYear","EntityEndYear_Flag","County_CSV","NumCounty","IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","WaterEfficiencyPlan_URL","WaterForecast_URL","Comment"
"Deer Trail, Town of",19630,G,2412415,G,03033,G,,M,CO0103030,G,,N,DeerTrail,C,Municipality,,x,,x,Arapahoe,1,South Platte,39.615363,-104.043303,G,http://www.townofdeertrail.co/,G,,,Not in the original BNDSS list
"Del Norte, Town of",19795,G,2412416,G,53002,G,DelNorte,G,CO0153200,G,,N,DelNorte,G,Municipality,,x,,x,Rio Grande,1,,37.678097,-106.354468,G,http://www.delnortecolorado.com/,G,,,
"Delta, City of",19850,G,2410319,G,15015,G,Delta,G,CO0115205,G,,N,Delta,G,Municipality,,x,,x,Delta,1,,38.756113,-108.077282,G,http://cityofdelta.net/,G,,,
Denver Water,20000,G,2410324,G,16002,G,DenverWater,G,CO0116001,G,,N,DenverWater,G,Municipality,,x,,x,Denver,1,Metro,39.761976,-104.875766,G,https://www.denverwater.org/,G,https://www.denverwater.org/sites/default/files/water-efficiency-plan-draft.pdf,https://www.denverwater.org/your-water/water-supply-and-planning/supply-data-and-reports,
Devonshire Heights Water and Sanitation District,,N,,N,03035,G,DevonshireHtsWSD,G,CO0103205,G,,N,DevonshireHtsWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.648846,-104.947753,G,,M,None,,Not in the Covered Entities database
"Dillon Public Works, Town of",20440,G,2412431,G,59009,G,Dillon,G,CO0159035,G,,N,Dillon,G,Municipality,,x,,x,Summit,1,,39.621294,-106.039241,G,http://www.ci.dillon.co.us/,G,,,
Dillon Valley District,,N,,N,59010,G,DillonVlyMD,G,CO0159040,G,,N,DillonVlyMD,G,Metropolitan District,,x,,x,Summit,1,,39.638175,-106.045520,g1,,x,,,
"Dinosaur, Town of",20495,G,2412432,G,41005,G,Dinosaur,G,CO0141210,G,,N,Dinosaur,G,Municipality,,x,,x,Moffat,1,,40.240260,-109.007512,G,https://www.colorado.gov/pacific/townofdinosaur,G,,,
Dolores Water Conservancy District,,N,,N,64054,G,DoloresWCD,G,,N,,N,DoloresWCD,G,Water Conservancy District,,x,,x,"Dolores, Montezuma",2,,37.501611,-108.717245,G,,x,,,Not in the Covered Entities database
"Dolores, Town of",20770,G,2412439,G,42008,G,Dolores,G,CO0142400,G,,N,Dolores,G,Municipality,,x,,x,Montezuma,1,,37.473970,-108.500023,G,http://www.townofdolores.com/,G,,,
Dominion Water and Sanitation District,,N,,N,65359,G,,M,CO0118021,G,,N,DominionWSD,C,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.499737,-105.063471,G,,M,None,,Not in the original BNDSS list
Donala Water and Sanitation District,,N,,N,21016,G,DonalaWSD,G,CO0121175,G,,N,DonalaWSD,G,Water and Sanitation District,,x,,x,El Paso,1,,39.046754,-104.823048,G,www.donalawater.org,G,,,
Douglas County Government,,N,,N,,N,DouglasCo,G,,N,,N,DouglasCo,G,County government,,x,,x,Douglas,1,Metro,39.371997,-104.862504,g1,,x,,,Not in the Covered Entities database
Douglas County Water Resource Authority,,N,,N,66300,G,DCWRA,G,,N,,N,DCWRA,G,Water Authority,,x,,x,Douglas,1,Metro,39.371997,-104.862504,g1,,M,None,,Not in the Covered Entities database
"Dove Creek, Town of",21265,G,2412446,G,17003,G,,M,CO0117300,G,,N,DoveCrk,C,Municipality,,x,,x,Dolores,1,,37.766867,-108.907180,G,,M,,,Not in the original BNDSS list
"Dukes Mobile Home Park, LLC",,N,,N,,N,DukesMHP,G,,M,19991083115,D,DukesMHP,G,Company,,x,,x,Jefferson,1,Metro,39.795335,-105.061817,g1,,M,None,,Not in the Covered Entities database; dissolved in May 2013
Durango West Metropolitan District 1,,N,,N,34006,G,DurangoWMD1,G,CO0134180,G,,N,DurangoWMD1,G,Metropolitan District,,x,,x,La Plata,1,,37.264885,-107.997453,G,,x,,,
Durango West Metropolitan District 2,,N,,N,34007,G,DurangoWMD2,G,CO0134190,G,,N,DurangoWMD2,G,Metropolitan District,,x,,x,La Plata,1,,37.268708,-107.978798,G,www.dw2.co.municipalgovt.org/,G,,,
"Durango, City of",22035,G,2410374,G,34008,G,Durango,G,CO0134150,G,,N,Durango,G,Municipality,,x,,x,La Plata,1,,37.275012,-107.870336,G,http://www.durangogov.org/,G,,,
"Eads, Town of",22145,G,2412454,G,31002,G,Eads,G,CO0131400,G,,N,Eads,G,Municipality,,x,,x,Kiowa,1,,38.481547,-102.779829,G,http://www.kcedfonline.org/eads.htm,G,,,
Eagle River Water and Sanitation District,,N,,N,19057,G,EagleRiverWSD,G,CO0119802,G,,N,EagleRiverWSD,G,Water and Sanitation District,,x,,x,Eagle,1,,39.622393,-106.504848,G,www.erwsd.org,G,,,
"Eagle, Town of",22200,G,2412456,G,19009,G,Eagle,G,CO0119233,G,,N,Eagle,G,Municipality,,x,,x,Eagle,1,,39.636465,-106.812082,G,http://www.townofeagle.org/,G,,,Not in the Covered Entities database
East Alamosa Water and Sanitation District,,N,,N,02004,G,EAlamosaWSD,G,CO0102200,G,,N,EAlamosaWSD,G,Water and Sanitation District,,x,,x,Alamosa,1,,37.474962,-105.848169,G,,x,,,
East Boulder County Water District,,N,,N,07071,G,EBoulderCoWD,G,CO0107236,G,,N,EBoulderCoWD,G,Water District,,x,,x,Boulder,1,South Platte,39.977260,-105.177988,G,www.eastboulderwater.com/,G,,,
East Cherry Creek Valley Water and Sanitation District,,N,,N,03038,G,ECherryCrkVlyWSD,G,CO0103035,G,,N,ECherryCrkVlyWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.619319,-104.752336,G,http://www.eccv.org/,G,http://www.eccv.org/sites/default/files/uploads/conservation/ConservationPlan.pdf,,
East Dillon Water District,,N,,N,59012,G,EDillonWD,G,CO0159045,G,,N,EDillonWD,G,Water District,,x,,x,Summit,1,,39.592770,-106.010562,G,www.eastdillon.com,G,,,
East End Water Association,,N,,N,,N,EastEndWAS,G,CO0145120,G,19871132355,G,EastEndWAS,G,Company,,x,,x,Otero,1,,38.114275,-103.445686,g1,,x,,,Not in the Covered Entities database
East Larimer County Water District,,N,,N,64056,G,ELCO,G,CO0135233,G,,N,ELCO,G,Water District,,x,,x,"Larimer, Weld",2,South Platte,40.616102,-105.015072,G,www.elcowater.org,G,,,
East Twin Lakes Ditches and Waterworks Economic Development,,N,,N,,N,ETwinLakesD&WWED,G,,M,19991010001,G,ETwinLakesD&WWED,G,Company,,x,,x,Lake,1,,39.096128,-106.275751,g1,,x,,,Not in the Covered Entities database
East Valley Metropolitan District,,N,,N,03039,G,EVlyMD,G,CO0103040,G,,N,EVlyMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.598435,-104.826633,G,www.eastvalleywater.20m.com,G,,,Former name was East Valley Water and Sanitation District
"Eaton, Town of",22860,G,2412462,G,62008,G,Eaton,G,CO0162233,G,,N,Eaton,G,Municipality,,x,,x,Weld,1,South Platte,40.527223,-104.712559,G,http://www.eatonco.org/,G,http://cwcbweblink.state.co.us/WebLink/0/doc/168011/Page14.aspx,,
"Eckley, Town of",23025,G,2412464,G,63003,G,Eckley,G,CO0163001,G,,N,Eckley,G,Municipality,,x,,x,Yuma,1,South Platte,40.112252,-102.488307,G,http://townofeckley.weebly.com/,G,,,
Edgemont Ranch Metropolitan District,,N,,N,34013,G,EdgemontRanchMD,G,CO0134200,G,,N,EdgemontRanchMD,G,Metropolitan District,,x,,x,La Plata,1,,37.308920,-107.783147,G,http://www.edgemontranch.com/page/27614~468899/METRO,G,,,
"Edgewater, City of",23135,G,2410399,G,30020,G,Edgewater,G,CO0130237,G,,N,Edgewater,G,Municipality,,x,,x,Jefferson,1,Metro,39.750853,-105.062633,G,http://www.edgewaterco.com/,G,,,
Edwards Metropolitan District,,N,,N,19016,G,EdwardsMD,G,CO0185751,G,,N,EdwardsMD,G,Metropolitan District,,x,,x,Eagle,1,,39.648162,-106.603308,G,http://robertsonmarchetti.squarespace.com/edwards-metro-district/,G,,,Not in the Covered Entities database
El Paso County Water Authority,,N,,N,21095,G,EPCWA,G,,N,,N,EPCWA,G,Water Authority,,x,,x,El Paso,1,,38.829326,-104.824294,g1,,x,,,Not in the Covered Entities database
El Rancho Florida Metropolitan District,,N,,N,34035,G,ElRanchoFloridaMD,G,CO0134210,G,,N,ElRanchoFloridaMD,G,Metropolitan District,,x,,x,La Plata,1,,37.211783,-107.735556,G,http://www.elranchoflorida.org/,G,,,
"Elizabeth, Town of",23740,G,2412474,G,20004,G,,M,CO0120010,G,,N,Elizabeth,C,Municipality,,x,,x,Elbert,1,South Platte,39.361015,-104.606172,G,http://www.townofelizabeth.org/,G,,,Not in the original BNDSS list
"Empire, Town of",24620,G,2412485,G,10005,G,Empire,G,CO0110010,G,,N,Empire,G,Municipality,,x,,x,Clear Creek,1,South Platte,39.759449,-105.682783,G,,M,,,
"Englewood, City of",24785,G,2410441,G,03041,G,Englewood,G,CO0103045,G,,N,Englewood,G,Municipality,,x,,x,Arapahoe,1,Metro,39.646791,-104.994293,G,http://www.englewoodco.gov/,G,http://cwcbweblink.state.co.us/WebLink/DocView.aspx?id=189983&page=3&dbid=0,,
"Erie, Town of",24950,G,2412599,G,64060,G,Erie,G,CO0162255,G,,N,Erie,G,Municipality,,x,,x,"Boulder, Weld",2,South Platte,40.040157,-105.040252,G,https://www.erieco.gov/,G,https://www.erieco.gov/DocumentCenter/Home/View/245,,
"Estes Park, Town of",25115,G,2412603,G,35004,G,EstesPark,G,CO0135257,G,,N,EstesPark,G,Municipality,,x,,x,Larimer,1,South Platte,40.369870,-105.521623,G,https://www.colorado.gov/townofestespark,G,http://cwcbweblink.state.co.us/WebLink/0/doc/171817/Electronic.aspx,,
Eureka Water Company,,N,,N,,N,EurekaWC,G,CO0145150,G,19871134052,G,EurekaWC,G,Company,,x,,x,Otero,1,,38.074327,-103.772318,g1,,x,,,Not in the Covered Entities database
"Evans, City of",25280,G,2410467,G,62011,G,Evans,G,CO0162260,G,,N,Evans,G,Municipality,,x,,x,Weld,1,South Platte,40.366034,-104.738911,G,http://www.evanscolorado.gov/,G,http://www.evanscolorado.gov/sites/default/files/fileattachments/public_works/page/478/water_conservation_plan.adopted.pdf,,
Evergreen Metropolitan District,,N,,N,65166,G,EvergreenMD,G,CO0130030,G,,N,EvergreenMD,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.637966,-105.327573,G,www.evergreenmetrodistrict.com,G,,,
"Fairplay, Town of",25610,G,2412616,G,47005,G,Fairplay,G,CO0147020,G,,N,Fairplay,G,Municipality,,x,,x,Park,1,South Platte,39.224496,-105.996948,G,http://fairplayco.us/,G,,,
Fayette Water Company,,N,,N,,N,FayetteWAS,G,CO0145180,G,19871134896,G,FayetteWAS,G,Company,,x,,x,Otero,1,,38.098137,-103.832219,g1,,x,,,Not in the Covered Entities database
"Federal Heights, City of",26270,G,2410493,G,01009,G,FederalHts,G,CO0101055,G,,N,FederalHts,G,Municipality,,x,,x,Adams,1,Metro,39.865026,-105.015469,G,http://www.fedheights.org/,G,,,
Fehlmann,,N,,N,,N,FehlmannWS,G,,M,19871184529,G,FehlmannWS,G,Company,,x,,x,Jefferson,1,Metro,39.668252,-105.096661,g1,,M,None,,Not in the Covered Entities database
"Firestone, Town of",26600,G,2412626,G,62012,G,Firestone,G,CO0162476,G,,N,Firestone,G,Municipality,,x,,x,Weld,1,South Platte,40.156383,-104.949470,G,http://www.firestoneco.gov/,G,http://www.firestoneco.gov/DocumentCenter/View/698,,
"Flagler, Town of",26765,G,2412628,G,32010,G,Flagler,G,CO0132010,G,,N,Flagler,G,Municipality,,x,,x,Kit Carson,1,South Platte,39.294399,-103.075062,G,http://flaglercolorado.com/,G,,,
"Fleming, Town of",26875,G,2412631,G,38005,G,,M,CO0138010,G,,N,Fleming,C,Municipality,,x,,x,Logan,1,South Platte,40.681191,-102.839506,G,,M,,,Not in the original BNDSS list
"Florence, City of",27040,G,2410510,G,22011,G,Florence,G,CO0122500,G,,N,Florence,G,Municipality,,x,,x,Fremont,1,,38.383560,-105.111978,G,http://www.florencecolorado.org/,G,,,
Florida Water Conservancy District,,N,,N,34010,G,FloridaWCD,G,,N,,N,FloridaWCD,G,Water Conservancy District,,x,,x,La Plata,1,,37.215832,-107.791825,G,,x,,,Not in the Covered Entities database
Forest Lakes Metropolitan District,,N,,N,34011,G,ForestLakesMD,G,CO0134360,G,,N,ForestLakesMD,G,Metropolitan District,,x,,x,La Plata,1,,37.330635,-107.590196,G,www.flmd.com,G,,,
"Fort Collins, City of",27425,G,2410526,G,35009,G,FtCollins,G,CO0135291,G,,N,FtCollins,G,Municipality,,x,,x,Larimer,1,South Platte,40.547760,-105.065725,G,https://www.fcgov.com/,G,https://www.fcgov.com/utilities/img/site_specific/uploads/WEP_2015-17_FullDraft_NoWaterMark_v9.pdf,,
Fort Collins-Loveland Water District,,N,,N,35007,G,FCLWD,G,CO0135292,G,,N,FCLWD,G,Water District,,x,,x,"Larimer, Weld",2,South Platte,40.492240,-105.034918,G,www.fclwd.com,G,,,
"Fort Lupton, City of",27700,G,2410528,G,62014,G,FtLupton,G,CO0162291,G,,N,FtLupton,G,Municipality,,x,,x,Weld,1,South Platte,40.084165,-104.802365,G,http://www.fortlupton.org/,G,http://www.fortlupton.org/Archive/ViewFile/Item/59,,
"Fort Morgan, City of",27810,G,2410529,G,44006,G,FtMorgan,G,CO0144005,G,,N,FtMorgan,G,Municipality,,x,,x,Morgan,1,South Platte,40.255795,-103.790371,G,http://www.cityoffortmorgan.com/,G,http://www.cityoffortmorgan.com/DocumentCenter/Home/View/490,,
Fountain Valley Authority,,N,,N,21025,G,,M,CO0121300,G,,N,FountainVlyWA,C,Water Authority,,x,,x,El Paso,1,,38.833249,-104.822471,g1,,x,,,Not in the original BNDSS list
"Fountain, City of",27865,G,2410535,G,21026,G,FountainUtilities,G,CO0121275,G,,N,FountainUtilities,G,Municipality,,x,,x,El Paso,1,,38.688823,-104.682421,G,https://www.fountaincolorado.org/,G,,,
"Fowler, Town of",27975,G,2412648,G,45004,G,Fowler,G,CO0145210,G,,N,Fowler,G,Municipality,,x,,x,Otero,1,,38.130470,-104.026477,G,http://www.fowlercolorado.com/,G,,,
"Foxfield, Town of",28105,G,2412649,G,03134,G,Foxfield,G,,M,,N,Foxfield,G,Municipality,,x,,x,Arapahoe,1,Metro,39.588175,-104.785483,G,https://www.foxfieldcolorado.com/,G,,,
Franktown Business Area Metropolitan District,,N,,N,18120,G,FranktownMD,G,,M,,N,FranktownMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.386866,-104.751603,G,,M,None,,
"Fraser, Town of",28305,G,2412655,G,25006,G,Fraser,G,CO0125288,G,,N,Fraser,G,Municipality,,x,,x,Grand,1,,39.930264,-105.802883,G,http://www.frasercolorado.com/,G,,,
"Frederick, Town of",28360,G,2412656,G,62016,G,Frederick,G,CO0162288,G,,N,Frederick,G,Municipality,,x,,x,Weld,1,South Platte,40.109531,-104.966881,G,https://www.frederickco.gov/,G,https://www.frederickco.gov/DocumentCenter/View/533,,
"Frisco, Town of",28690,G,2412661,G,59015,G,Frisco,G,CO0159055,G,,N,Frisco,G,Municipality,,x,,x,Summit,1,,39.579143,-106.091539,G,http://www.friscogov.com/,G,,,
Fruitland Domestic Water Company,,N,,N,,N,FruitlandDWC,G,CO0115288,G,19871492414,G,FruitlandDWC,G,Company,,x,,x,Delta,1,,38.703877,-107.608947,g1,,x,,,Not in the Covered Entities database
"Garden City, Town of",29185,G,2412667,G,62018,G,,M,CO0140897,G,,N,GardenCity,C,Municipality,,x,,x,Weld,1,South Platte,40.394586,-104.689525,G,http://townofgardencity.com/,G,,,Not in the original BNDSS list
Garden Valley Water and Sanitation District,,N,,N,21027,G,GardenVlyWSD,G,CO0121325,G,,N,GardenVlyWSD,G,Water and Sanitation District,,x,,x,El Paso,1,,38.800715,-104.790678,G,,x,,,
Genesee Water and Sanitation District,,N,,N,30033,G,GeneseeWSD,G,CO0130035,G,,N,GeneseeWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.685662,-105.275446,G,www.geneseewater.com,G,,,
"Genoa, Town of",29680,G,2412675,G,37004,G,,M,CO0137005,G,,N,Genoa,C,Municipality,,x,,x,Lincoln,1,South Platte,39.278264,-103.499310,G,https://www.colorado.gov/townofgenoa,G,,,Not in the original BNDSS list
"Georgetown, Town of",29735,G,2412677,G,10007,G,Georgetown,G,CO0110015,G,,N,Georgetown,G,Municipality,,x,,x,Clear Creek,1,South Platte,39.717971,-105.694229,G,https://www.georgetown-colorado.org/,G,,,
"Gilcrest, Town of",29955,G,2412683,G,62020,G,,M,CO0162310,G,,N,Gilcrest,C,Municipality,,x,,x,Weld,1,South Platte,40.284171,-104.782024,G,http://townofgilcrest.org/,G,,,Not in the original BNDSS list
"Glendale, City of",30340,G,2410598,G,03043,G,Glendale,G,CO0103055,G,,N,Glendale,G,Municipality,,x,,x,Arapahoe,1,Metro,39.703597,-104.935205,G,http://www.glendale.co.us/,G,,,
"Glenwood Springs, City of",30780,G,2410605,G,23008,G,GlenwoodSpgs,G,CO0123314,G,,N,GlenwoodSpgs,G,Municipality,,x,,x,Garfield,1,,39.545367,-107.334394,G,http://www.cogs.us/,G,,,
"Golden, Public Works, City of",30835,G,2410611,G,30035,G,Golden,G,CO0130040,G,,N,Golden,G,Municipality,,x,,x,Jefferson,1,Metro,39.740617,-105.211681,G,http://www.cityofgolden.net/,G,,,
"Granada, Town of",31550,G,2412698,G,50007,G,,M,CO0150300,G,,N,Granada,C,Municipality,,x,,x,Prowers,1,,38.063193,-102.312236,G,,N,,,Not in the original BNDSS list
"Granby, Town of",31605,G,2412699,G,25008,G,Granby,G,CO0125321,G,,N,Granby,G,Municipality,,x,,x,Grand,1,,40.064581,-105.920149,G,http://www.townofgranby.com/,G,,,
"Grand Junction, City of",31660,G,2410631,G,39020,G,GrandJunction,G,CO0139321,G,,N,GrandJunction,G,Municipality,,x,,x,Mesa,1,,39.087831,-108.567497,G,http://gjcity.org/,G,,,
"Grand Lake, Town of",31715,G,2412701,G,25014,G,GrandLake,G,CO0125322,G,,N,GrandLake,G,Municipality,,x,,x,Grand,1,,40.250330,-105.823026,G,http://www.townofgrandlake.com/,G,,,
Grand Mesa Metropolitan District No. 2,,N,,N,39048,G,PowderhornMD,G,,M,,N,PowderhornMD,G,Metropolitan District,,x,,x,Mesa,1,,39.079402,-108.148644,G,,x,,,Formerly known as Powderhorn Metropolitan District No. 2
Grandview Estates Rural Water Conservation District,,N,,N,65674,G,GrandviewEstatesRuralWCD,G,,M,,N,GrandviewEstatesRuralWCD,G,Water Conservancy District,,x,,x,Douglas,1,Metro,39.543863,-104.821153,G,,M,None,,
Grant Water and Sanitation District,,N,,N,64062,G,GrantWSD,G,,M,,N,GrantWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.613231,-105.076260,G,https://www.grantwaterandsan.org/,G,,,Not in the Covered Entities database
"Greeley, City of",32155,G,2410654,G,62022,G,Greeley,G,CO0162321,G,,N,Greeley,G,Municipality,,x,,x,Weld,1,South Platte,40.414917,-104.770666,G,https://greeleygov.com/,G,http://cwcbweblink.state.co.us/WebLink/ElectronicFile.aspx?docid=131791&&&&dbid=0,,
"Green Mountain Falls, Town of",32650,G,2412708,G,64070,G,GreenMtnFalls,G,CO0052076,G,,N,GreenMtnFalls,G,Municipality,,x,,x,"El Paso, Teller",2,,38.934608,-105.023309,G,https://gmfco.elpasoco.com/,G,,,
Green Mountain Water and Sanitation District,,N,,N,30037,G,GreenMtnWSD,G,CO0130321,G,,N,GreenMtnWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.694830,-105.139932,G,www.greenmountainwater.org,G,,,
"Greenwood Village, City of",33035,G,2410661,G,03051,G,GreenwoodVlg,G,CO0073817,G,,N,GreenwoodVlg,G,Municipality,,x,,x,Arapahoe,1,Metro,39.615136,-104.913033,G,http://www.greenwoodvillage.com/,G,,,
Groundwater Association of South Platte,,N,,N,,N,GrdwtrAssSPlatte,G,,M,,N,GrdwtrAssSPlatte,G,Company,,x,,x,,1,,,,z,,x,,,Not sure exists; can't find any information
"Grover, Town of",33310,G,2412712,G,62023,G,,M,CO0162322,G,,N,Grover,C,Municipality,,x,,x,Weld,1,South Platte,40.869104,-104.225941,G,,M,,,Not in the original BNDSS list
"Gunnison, Town of",33640,G,2410674,G,26008,G,Gunnison,G,CO0126325,G,,N,Gunnison,G,Municipality,,x,,x,Gunnison,1,,38.548978,-106.924639,G,http://www.cityofgunnison-co.gov/,G,,,
"Gypsum, Town of",33695,G,2412716,G,19020,G,Gypsum,G,CO0119329,G,,N,Gypsum,G,Municipality,,x,,x,Eagle,1,,39.628462,-106.933646,G,http://www.townofgypsum.com/,G,,,
"Hamilton, Community of",,N,171491,G,,N,,M,,M,,N,Hamilton,C,Unincorporated community,,x,,x,Moffat,1,,40.367380,-107.613150,g1,,M,,,Not in the original BNDSS list
Hamilton Creek Metropolitan District,,N,,N,59030,G,HamiltonCrkMD,G,CO0159063,G,,N,HamiltonCrkMD,G,Metropolitan District,,x,,x,Summit,1,,39.630264,-106.043352,g1,,x,,,
Hancock Water Company,,N,,N,,N,HancockWC,G,CO0145240,G,,N,HancockWC,G,Company,,x,,x,Otero,1,,38.052508,-103.720227,g1,,x,,,Not in the Covered Entities database
"Hartman, Town of",34520,G,2412730,G,50008,G,,M,CO0150500,G,,N,Hartman,C,Municipality,,x,,x,Prowers,1,,38.121110,-102.221337,G,,M,,,Not in the original BNDSS list
Hasty Water Company,,N,,N,,N,HastyWC,G,CO0106200,G,19871165883,G,HastyWC,G,Company,,x,,x,Bent,1,,38.112395,-102.958610,g1,,x,,,Not in the Covered Entities database
"Haswell, Town of",34740,G,2412734,G,31003,G,,M,CO0131600,G,,N,Haswell,C,Municipality,,x,,x,Kiowa,1,,38.452507,-103.164839,G,,M,,,Not in the original BNDSS list
Havana Water and Sanitation District,,N,,N,03052,G,HavanaWSD,G,CO0116333,G,,N,HavanaWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.607037,-104.858862,G,,M,None,,Not in the Covered Entities database
"Haxtun, Town of",34960,G,2412738,G,48004,G,,M,CO0148001,G,,N,Haxtun,C,Municipality,,x,,x,Phillips,1,South Platte,40.641876,-102.629715,G,,M,,,Not in the original BNDSS list
"Hayden, Town of",35070,G,2412740,G,54005,G,Hayden,G,CO0154333,G,,N,Hayden,G,Municipality,,x,,x,Routt,1,,40.484828,-107.238474,G,http://www.townofhayden.org/,G,,,
Heather Gardens Metropolitan District,,N,,N,03024,G,HthrGrdnsMD,G,,M,,N,HthrGrdnsMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.663513,-104.828299,G,,x,,,
Heritage Hills Metropolitan District,,N,,N,18105,G,,M,,M,,N,HeritageHlsMD,C,Metropolitan District,,x,,x,Douglas,1,Metro,39.544959,-104.879095,G,http://www.heritagehillsmetro.org,G,,,Not in the original BNDSS list
High View Water District,,N,,N,30038,G,HighViewWD,G,CO0130344,G,,N,HighViewWD,G,Water District,,x,,x,Jefferson,1,Metro,39.730001,-105.133207,G,,x,,,Not in the Covered Entities database
Highlands Ranch Metropolitan District,,N,,N,65783,G,HighlandsRanchMD,G,,M,,N,HighlandsRanchMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.541875,-104.969690,G,www.highlandsranch.org,G,,,
Hi-Lin Water and Sanitation District,,N,,N,03054,G,HiLinWSD,G,CO0116343,G,,N,HiLinWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.672605,-104.927984,G,,x,,,Not in the Covered Entities database
Hillcrest Water and Sanitation District,,N,,N,03055,G,HillcrestWSD,G,CO0103345,G,,N,HillcrestWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.641657,-104.925929,G,,x,,,
"Hillrose, Town of",36610,G,2412751,G,44007,G,,M,CO0144010,G,,N,Hillrose,C,Municipality,,x,,x,Morgan,1,South Platte,40.324654,-103.522175,G,http://www.hillrosecolorado.org/,G,,,Not in the original BNDSS list
Hilltop Water Company,,N,,N,,N,HilltopWC,G,CO0145300,G,19871039460,G,HilltopWC,G,Company,,x,,x,Otero,1,,38.052508,-103.720227,g1,,x,,,Not in the Covered Entities database
Hinsdale City Planning Commission,,N,,N,,N,HinsdalePlngCom,G,,M,,N,HinsdalePlngCom,G,County government,,x,,x,Hinsdale,1,,38.028331,-107.314896,g1,,x,,,
Hinsdale County,,N,,N,,N,HinsdaleCo,G,,N,,N,HinsdaleCo,G,County government,,x,,x,Hinsdale,1,,38.028331,-107.314896,g1,,x,,,Not in the Covered Entities database
Holbrook Center Soft Water,,N,,N,,N,Holbrook,G,CO0145330,G,20031298976,G,Holbrook,G,Company,,x,,x,Otero,1,,38.100006,-103.534987,g1,,x,,,Not in the Covered Entities database
"Holly, Town of",37215,G,2412764,G,50011,G,,M,CO0150600,G,,N,Holly,C,Municipality,,x,,x,Prowers,1,,38.056555,-102.124297,G,http://www.townofholly.com/,G,,,Not in the original BNDSS list
Holly Hills Water and Sanitation District,,N,,N,64077,G,HollyHlsWSD,G,CO0116352,G,,N,HollyHlsWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Denver",2,Metro,39.664661,-104.918722,G,,x,,,Not in the Covered Entities database
"Holyoke, City of",37270,G,2410781,G,48005,G,Holyoke,G,CO0148005,G,,N,Holyoke,G,Municipality,,x,,x,Phillips,1,South Platte,40.583414,-102.299812,G,http://www.cityofholyoke-co.gov/,G,,,
Homestead Improvement Association,,N,,N,,N,HomesteadIA,G,CO0145360,G,19871507652,G,HomesteadIA,G,Company,,x,,x,Otero,1,,37.967180,-103.567425,g1,,x,,,Not in the Covered Entities database
Homestead Water Company,,N,,N,,N,HomesteadWC,G,CO0130050,G,20141696765,D,HomesteadWC,G,Company,,x,,x,Jefferson,1,Metro,39.590266,-105.311094,g1,,x,,,Not in the Covered Entities database; dissolved in December 2014
"Hooper, Town of",37380,G,2412766,G,02005,G,,M,,M,,N,Hooper,C,Municipality,,x,,x,Alamosa,1,,37.745925,-105.877379,G,,N,,,Not in the original BNDSS list
"Hot Sulphur Springs, Town of",37600,G,2412770,G,25015,G,HotSulphurSpgs,G,CO0125352,G,,N,HotSulphurSpgs,G,Municipality,,x,,x,Delta,1,,40.074869,-106.103178,G,http://www.hotsulphurspringsco.com/,G,,,
"Hotchkiss, Town of",37545,G,2412771,G,15020,G,Hotchkiss,G,CO0115352,G,,N,Hotchkiss,G,Municipality,,x,,x,Grand,1,,38.798951,-107.713382,G,http://www.townofhotchkiss.com/,G,,,
"Hudson, Town of",37820,G,2412776,G,62029,G,Hudson,G,CO0162359,G,,N,Hudson,G,Municipality,,x,,x,Weld,1,South Platte,40.089828,-104.621449,G,https://hudsoncolorado.org/,G,,,
"Hugo, Town of",37875,G,2412778,G,37006,G,Hugo,G,CO0137010,G,,N,Hugo,G,Municipality,,x,,x,Lincoln,1,,39.136169,-103.472692,G,http://www.cityofhugoco.org/,G,,,
"Idaho Springs Public Works, City of",38370,G,2410092,G,10008,G,IdahoSpgs,G,CO0110020,G,,N,IdahoSpgs,G,Municipality,,x,,x,Clear Creek,1,South Platte,39.744445,-105.500109,G,http://www.idahospringsco.com/,G,,,
