X,Y,source,url,alt_addres,lgname,lgtypeid,lgstatusid,prev_name,mail_addre,mail_city,lgid,mail_state,mail_zip,abbrev_nam
-105.202343558361,39.8488532507124,JeffCo Dissolved Parcels 07-01-2015,,"c/o White Bear Ankele, P.C.",Leyden Rock Metropolitan District No. 7,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66351,CO,80122-1880,Leyden Rock Metropolitan District No. 7
-105.202343558361,39.8488532507124,JeffCo Dissolved Parcels 07-01-2015,,"c/o White Bear Ankele, P.C.",Leyden Rock Metropolitan District No. 8,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66352,CO,80122-1880,Leyden Rock Metropolitan District No. 8
-104.765487876194,39.672236762967,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, P.C.",Sterling Hills West Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,03160,CO,80111,Sterling Hills West Metro. District
-104.667612604575,39.7252920149415,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Sun Meadows Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,65466,CO,80203-1214,Sun Meadows Metropolitan District No. 1
-104.667612604575,39.7252920149415,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Sun Meadows Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65467,CO,80203-1214,Sun Meadows Metropolitan District No. 2
-104.667612604575,39.7252920149415,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Sun Meadows Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,65468,CO,80203-1214,Sun Meadows Metropolitan District No. 3
-104.667612604575,39.7252920149415,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Sun Meadows Metropolitan District No. 4,6,1,,"450 East 17th Avenue, Suite 400",Denver,65469,CO,80203-1214,Sun Meadows Metropolitan District No. 4
-104.91836910894,39.5915135810833,Arapahoe Public OIT GIS Share 3-27-15,,c/o McGeady Sisneros,Suburban Metropolitan District,6,1,,"450 E 17th Street, Suite 400",Denver,03075,CO,80203,Suburban Metropolitan District
-104.907324686061,39.6070536091236,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Marvella Metropolitan District,6,1,Verona Estates Metropolitan District No. 1,"450 East 17th Avenue, Suite 400",Denver,65789,CO,80203-1214,Marvella Metropolitan District
-105.202343558361,39.8488532507124,JeffCo Dissolved Parcels 07-01-2015,,"c/o White Bear Ankele, P.C.",Leyden Rock Metropolitan District No. 9,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66353,CO,80122-1880,Leyden Rock Metropolitan District No. 9
-104.761186738405,37.6159718779419,Huerfano County Digitized 7-13-2015,,"c/o Grimshaw & Harring, P.C.",Walsenburg Gateway Metropolitan District,6,1,,"1700 Lincoln Street, Suite 3800",Denver,65051,CO,80203-4538,Walsenburg Gateway Metropolitan District
-104.699058562033,39.5846844133492,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Tallyn's Reach Metropolitan District No. 1,6,1,Promontory Metropolitan District No. 1,"2154 E. Commons Ave., Suite 2000",Centennial,03154,CO,80122,Tallyn's Reach Metro. District No. 1
-104.70529403487,39.6251600165895,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLarsonAllen LLP,Tollgate Crossing Metropolitan District No. 2,6,1,,"8390 E. Crescent Pkwy., Ste. 500",Greenwood Village,65070,CO,80111-2814,Tollgate Crossing Metro. District No. 2
-104.907653001725,39.6077071450549,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Verona Estates Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65790,CO,80203-1214,Verona Estates Metropolitan District #2
-104.694560960973,39.678191028748,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Villages at Murphy Creek Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,65786,CO,80203-1214,Villages at Murphy Crk. Metro. Dist. #1
-104.694489906779,39.6781907104945,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Villages at Murphy Creek Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,65787,CO,80203-1214,Villages at Murphy Crk. Metro. Dist. #2
-104.693822815045,39.6008408259731,Arapahoe Public OIT GIS Share 3-27-15,wheatlandsmetro.org,"c/o White Bear Ankele, P.C.",Wheatlands Metropolitan District,6,1,Wheatlands Metropolitan District No. 2,"2154 East Commons Avenue, Suite 2000",Centennial,65033,CO,80122-1880,Wheatlands Metropolitan District
-104.960234091385,39.6542355974357,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Kent Place Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65969,CO,80122,Kent Place Metropolitan District No. 2
-104.683522560518,39.5841742701109,Arapahoe Public OIT GIS Share 3-27-15,,c/o Special District Management Services,Serenity Ridge Metropolitan District No. 1,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65215,CO,80228,Serenity Ridge Metropolitan District #1
-104.749964249803,39.6298786605163,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Willow Trace Metropolitan District,6,1,,"2154 E. Commons Ave., Suite 2000",Centennial,03145,CO,80122,Willow Trace Metropolitan District
-104.65779439779,39.698390026661,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Eastern Hills Metropolitan District No. 14,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,65819,CO,80122,Eastern Hills Metropolitan Dist. No. 14
-104.653288434428,39.7254578828868,Arapahoe Public OIT GIS Share 3-27-15,,,Sky Ranch Metropolitan District No. 5,6,1,,141 Union Blvd Ste 150,Lakewood,65419,CO,80228,Sky Ranch Metropolitan District No. 5
-104.702637925226,39.5864442278678,Arapahoe Public OIT GIS Share 3-27-15,,"c/o White Bear Ankele, P.C.",Tallyn's Reach Metropolitan District No. 3,6,1,Promontory Metropolitan District No. 3,"2154 E. Commons Ave., Suite 2000",Centennial,03156,CO,80122,Tallyn's Reach Metro. District No. 3
-104.861869033807,39.6191053943026,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, P.C.",Hills at Cherry Creek Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65242,CO,80111,Hills at Cherry Creek Metro. District
-104.939243526605,39.7051354382592,Arapahoe Public OIT GIS Share 3-27-15,,Special District Management Services,CitySet Metropolitan District No. 2,6,1,,141 Union Blvd Ste 150,Lakewood,66296,CO,80228-1898,CitySet Metropolitan District No. 2
-104.938506720809,39.7040949539493,Arapahoe Public OIT GIS Share 3-27-15,,Special District Mgmt Svcs,CitySet Metropolitan District No. 1,6,1,,141 Union Blvd Ste 150,Lakewood,66295,CO,80228-1898,CitySet Metropolitan District No. 1
-104.933021342529,39.1620405911362,Douglas County Open Data 4-27-2015,www.douglas.co.us,c/o Douglas County Finance,Douglas County Woodmoor Mountain General Improvement District,31,1,,"100 Third Street, Suite 130",Castle Rock,18099,CO,80104,Douglas County Woodmoor Mountain G.I.D.
-104.819231256168,39.4200742415897,Douglas County Open Data 4-27-2015,,c/o Special District Management,Crowfoot Valley Ranch Metropolitan District No. 2,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65095,CO,80228-1898,Crowfoot Valley Ranch Metro. Dist. No. 2
-104.900577668158,39.6159923210608,Arapahoe Public OIT GIS Share 3-27-15,,c/o McGeady Sisneros PC,Marin Metropolitan District,6,1,,450 E 17th Ave Ste 400,Denver,65904,CO,80203,Marin Metropolitan District
-104.721224612464,39.6330957863738,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Copperleaf Metropolitan District No. 9,6,1,,"450 East 17th Avenue, Suite 400",Denver,65952,CO,80203-1214,Copperleaf Metropolitan District No. 9
-104.67008156094,39.5731172473022,Arapahoe Public OIT GIS Share 3-27-15,,"2154 East Commons Avenue, Suite 2000",High Plains Metropolitan District,6,1,,c/o White Bear Ankele Tanaka & Waldron,Centennial,65140,CO,80122,High Plains Metropolitan District
-104.936750171993,39.7035021169214,Arapahoe Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",Cherry Creek Corporate Center Metropolitan District,6,1,,"450 East 17th Avenue, Suite 400",Denver,66376,CO,80203-1214,Cherry Creek Corporate Ctr. Metro. Dist.
-104.870698669317,39.6037675063808,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, P.C.",Arapahoe Lake Public Park District,6,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,03006,CO,80111,Arapahoe Lake Public Park District
-105.024773107399,39.6484302788831,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Collin Cockrel & Cole, P.C.",Sheridan Sanitation District,10,1,,"390 Union Blvd., Suite 400",Lakewood,03063,CO,80215,Sheridan Sanitation District
-104.956441153143,39.5842406019434,Arapahoe Public OIT GIS Share 3-27-15,www.southarapahoe.org,"c/o Clifton Larson Allen, LLP",South Arapahoe Sanitation District,10,1,,"8390 E. Crescent Parkway, Suite 600",Greenwood Village,03070,CO,80111,South Arapahoe Sanitation District
-104.948764088766,39.5723401875907,Hybrid Arapahoe 3-27-15 x2 versions,http://www.southernmetrodistrict.com/,"c/o Collins Cockrel & Cole, P.C.",Southern Metropolitan District,6,1,,"390 Union Boulevard, Suite 400",Lakewood,03073,CO,80228-1556,Southern Metropolitan District
-104.967299365454,39.6272207037075,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Haynie & Company, P.C.",Cherryvale Sanitation District,10,1,,"1221 West Mineral Avenue, Suite 202",Littleton,03027,CO,80120-4544,Cherryvale Sanitation District
-104.880756396491,39.6133188501931,Arapahoe Public OIT GIS Share 3-27-15,,c/o Spencer Fane Britt & Browne LLP,Orchard Hills Metropolitan Recreation & Park District,7,1,,1700 Lincoln St Ste 2000,Denver,03059,CO,80203,Orchard Hills Metro. Rec. & Park Dist.
-104.870845271675,39.613293708344,Arapahoe Public OIT GIS Share 3-27-15,,,Sundance Hills Metropolitan District,6,1,,PO Box 4610,Parker,03076,CO,80134,Sundance Hills Metropolitan District
-104.82527753544,39.607364896499,Arapahoe Public OIT GIS Share 3-27-15,,,Arapahoe County Recreation District,13,1,,5334 South Prince Street,Littleton,03117,CO,80166,Arapahoe County Recreation District
-104.750228380206,39.6196641307666,Arapahoe Public OIT GIS Share 3-27-15,www.aprd.org,,Arapahoe Park & Recreation District,7,1,,16799 East Lake Avenue,Centennial,03087,CO,80016,Arapahoe Park & Recreation District
-104.753439517554,40.0026890492877,Weld Tax Districts 4-28-2015,,c/o Community Resource Services,Altamira Metropolitan District No. 2,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,65410,CO,80111,Altamira Metropolitan District No. 2
-104.863495309966,39.5709945649481,Arapahoe Public OIT GIS Share 3-27-15,www.invernesswater.org,"c/o Mulhern MRE, Inc",Inverness Water & Sanitation District,12,1,,"2 Inverness Drive East, Suite 200",Englewood,64080,CO,80112,Inverness Water & Sanitation District
-105.051112081571,39.627800565448,Hybrid Arapahoe 3-27-15 JeffCo 7-1-15,,"c/o Haynie & Company, P.C.",Bow Mar Water & Sanitation District,12,1,,"1221 West Mineral Avenue, Suite 202",Littleton,64027,CO,80120-4544,Bow Mar Water & Sanitation District
-104.918722414541,39.6646608391993,Arapahoe Public OIT GIS Share 3-27-15,,,Holly Hills Water & Sanitation District,12,1,,"141 Union Boulevard, Suite 150",Lakewood,64077,CO,80228-1898,Holly Hills Water & Sanitation District
-104.945164225899,39.6363131019195,Arapahoe Public OIT GIS Share 3-27-15,,,City of Cherry Hills Village Sanitation District,10,1,,"3333 South Bannock Street, Suite 250",Englewood,03028,CO,80110,City of Cherry Hills Village San. Dist.
-104.753439208772,40.0026890459038,Weld Tax Districts 4-28-2015,,c/o Community Resource Services,Altamira Metropolitan District No. 3,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,65411,CO,80111,Altamira Metropolitan District No. 3
-104.877790920488,39.6056549321804,Hybrid Arapahoe 3-27-15 x6 versions,,"c/o Icenogle Seaver Pogue, P.C.",Castlewood Water & Sanitation District,12,1,,"4725 South Monaco Street, Suite 225",Denver,65156,CO,80237,Castlewood Water & Sanitation District
-104.781636634104,37.6236816976299,Huerfano County Digitized 7-13-2015,,"c/o Walsenburg Downtown Revitalization Committee, Inc.",Walsenburg General Improvement District,28,1,,P O Box 557,Walsenburg,28018,CO,81089,Walsenburg General Improvement District
-104.92592938201,39.641656598277,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Community Resource Services of Colorado, LLC",Hillcrest Water & Sanitation District,12,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,03055,CO,80111,Hillcrest Water & Sanitation District
-104.935290107932,39.6422938136656,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Community Resource Services of Colorado, LLC",Mansfield Heights Water & Sanitation District,12,1,,"7995 E. Prentice Avenue, Suite 103E",Greenwood Village,03057,CO,80111,Mansfield Heights Water & San. District
-104.887357936943,39.6803731963114,Arapahoe Public OIT GIS Share 3-27-15,ccvwater.org,,Cherry Creek Valley Water & Sanitation,12,1,,2325 S. Wabash Street,Denver,03105,CO,80231,Cherry Creek Valley Water And Sanitation
-104.752336189841,39.6193187995785,Hybrid Arapahoe 3-27-15 x2 versions,,,East Cherry Creek Valley Water & Sanitation District,12,1,,6201 South Gun Club Road,Aurora,03038,CO,80016,E. Cherry Cr. Valley Water & San. Dist.
-104.753439827815,40.0026889312457,Weld Tax Districts 4-28-2015,,c/o Community Resource Services,Altamira Metropolitan District No. 4,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,65412,CO,80111,Altamira Metropolitan District No. 4
-104.968266333667,39.616566637067,Arapahoe Public OIT GIS Share 3-27-15,,,Greenwood Village Sewer Improvement District No. 1,28,1,,6060 South Quebec Street,Greenwood Village,03050,CO,80111,Greenwood Village Sewer Impr. Dist. #1
-104.985782263783,39.6205911017107,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Donald E. Marturano, Esq.",South Englewood Sanitation District No. 1,10,1,,PO Box 2858,Centennial,03061,CO,80161,South Englewood San. District No. 1
-104.905223921291,39.5795755737988,Hybrid Arapahoe 3-27-15 Douglas 4-27-15,www.southgatedistricts.org,,Southgate Sanitation District,10,1,,3722 East Orchard Road,Centennial,64129,CO,80121,Southgate Sanitation District
-104.887622890375,39.6276798892106,Arapahoe Public OIT GIS Share 3-27-15,,c/o Clifton Gunderson LLP,Goldsmith Gulch Sanitation District,10,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,03159,CO,80111-2814,Goldsmith Gulch Sanitation District
-105.062282506626,39.5920251393264,Hybrid Arapahoe 3-27-15 JeffCo 7-1-15,www.plattecanyon.org,,Platte Canyon Water & Sanitation District,12,1,,8739 West Coal Mine Avenue,Littleton,64110,CO,80123,Platte Canyon Water & San. District
-104.880157485138,39.630543496089,Arapahoe Public OIT GIS Share 3-27-15,,"CRS of Colorado, LLC",Cherry Creek Village Water District,11,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,03014,CO,80011,Cherry Creek Village Water District
-104.927984291416,39.6726047959212,Arapahoe Public OIT GIS Share 3-27-15,,,Hi-Lin Water & Sanitation District,12,1,,2321 S Kameria St,Denver,03054,CO,80222,Hi-Lin Water & Sanitation District
-105.672139141462,39.6969717755198,Clear Creek Public OIT GIS Share 3-27-15,,c/o Clear Creek County,Clear Creek County Emergency Services General Improvement District,31,1,,PO Box 2000,Georgetown,10012,CO,80444,Clear Creek County Emer. Services G.I.D.
-105.382270518099,39.6342422730817,Hybrid Clear Creek 3-27-15 JeffCo 7-1-15,www.evergreenfirerescue.com,Collins Cockrel & Cole,Evergreen Fire Protection District,8,1,,390 Union Blvd. Ste. 400,Denver,64061,CO,80228,Evergreen Fire Protection District
-105.381892005259,39.6398368741149,Hybrid Clear Creek 3-27-15 JeffCo 7-1-15,http://www.evergreenmetrodistrict.com/upper_bear/district_upper_bear.htm,,Upper Bear Creek Water & Sanitation District,12,1,,PO Box 1717,Evergreen,64142,CO,80437-1717,Upper Bear Creek Water & San. District
-105.606694198427,39.1393817097638,Hybrid Various Sources 2015,,,Upper South Platte Water Conservancy,18,1,,PO Box 612,Fairplay,64145,CO,80440-0612,Upper South Platte Water Conservancy
-105.647938826318,39.8205278504485,Clear Creek Public OIT GIS Share 3-27-15,,,St. Mary's Glacier Metropolitan District,6,1,,"390 Union Boulevard, Suite 400",Denver,10010,CO,80228,St. Mary's Glacier Metropolitan District
-104.945845411423,39.5975823383007,Arapahoe Public OIT GIS Share 3-27-15,,,Arapahoe Estates Water District,11,1,,P.O. Box 2854,Parker,03005,CO,80134-1424,Arapahoe Estates Water District
-106.94720855071,37.3347559296499,DOLA CTF 04-14-2015,,,San Juan River Village Metropolitan District,6,1,,P.O. Box 5551,Pagosa Springs,04014,CO,81147,San Juan River Village Metro. District
-107.045355727076,37.2565832304551,DOLA CTF 04-14-2015,,,Alpha-Rockridge Metropolitan District,6,1,,1 Alpha Drive,Pagosa Springs,04015,CO,81147,Alpha-Rockridge Metropolitan District
-108.027161623969,39.4443721785438,DOLA CTF 04-14-2015,,,Battlement Mesa Metropolitan District,6,1,Consolidated Metropolitan District,401 Arroyo Dr,Parachute,23032,CO,81635,Battlement Mesa Metropolitan District
-105.116710558039,39.614002847746,DOLA CTF 04-14-2015,www.ifoothills.org,,Foothills Park & Recreation District,7,1,Foothills Metropolitan Recreation and Park District,6612 S. Ward Street,Littleton,30028,CO,80127,Foothills Park & Recreation District
-104.213839092573,39.712385312471,Arapahoe Public OIT GIS Share 3-27-15,,,Byers Water & Sanitation District,12,1,,PO Box 301,Byers,03009,CO,80103,Byers Water & Sanitation District
-104.956895040156,39.6550287183828,Arapahoe Public OIT GIS Share 3-27-15,,,Cherry Hills Heights Water & Sanitation District,12,1,,3400 S Clayton Blvd,Englewood,03018,CO,80113,Cherry Hills Heights Water & San. Dist.
-105.03857541371,39.6028239198003,Arapahoe Public OIT GIS Share 3-27-15,,,Columbine Water & Sanitation District,12,1,,8739 W Coal Mine Ave,Littleton,03030,CO,80123,Columbine Water & Sanitation District
-104.947752648445,39.6488460319952,Arapahoe Public OIT GIS Share 3-27-15,,"c/o Schroder Management Company, LLC",Devonshire Heights Water & Sanitation District,12,1,,2070 Wagonmound Trail,Las Cruces,03035,NM,88012,Devonshire Heights Water & San. District
-104.858861861606,39.6070372886522,Arapahoe Public OIT GIS Share 3-27-15,,c/o CliftonLaronAllen LLP,Havana Water & Sanitation District,12,1,,"8390 E. Crescent Park, Suite 500",Greenwood Village,03052,CO,80111-2814,Havana Water & Sanitation District
-102.351642341042,38.8192858539963,DOLA CTF 04-14-2015,http://co.cheyenne.co.us/specialdistricts.htm,,Cheyenne Wells Metropolitan Recreation District,7,1,,PO Box 9,Cheyenne Wells,09005,CO,80810-0009,Cheyenne Wells Metro. Rec. District
-105.666708680676,39.6970684899544,DOLA CTF 04-14-2015,,,Clear Creek Metropolitan Recreation District,7,1,,PO Box 1149,Idaho Springs,10004,CO,80452-1149,Clear Creek Metro. Recreation District
-105.399039870366,37.4493989972713,DOLA CTF 04-14-2015,,,Blanca/Fort Garland Metropolitan District,6,1,,PO Box 310,Blanca,12002,CO,81123,Blanca/Fort Garland Metro. District
-104.755707732049,39.7900433921105,DOLA CTF 04-14-2015,,Foster Consulting Ltd,Ebert Metropolitan District,6,1,,5600 S Quebec St Ste 255C,Englewood,16010,CO,80111,Ebert Metropolitan District
-104.332140414386,39.7342498974901,Hybrid Arapahoe 3-27-15 Adams 6-25-15,,c/o Seter & Vander Wall,Strasburg Sanitation and Water District,12,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,64136,CO,80111,Strasburg Sanitation And Water District
-104.923776719814,39.5825908767453,Arapahoe Public OIT GIS Share 3-27-15,www.willowswater.org,,Willows Water District,11,1,,6930 S Holly Cir,Centennial,03081,CO,80112-1018,Willows Water District
-104.961515795265,39.5909828831425,Arapahoe Public OIT GIS Share 3-27-15,,c/o Collins Cockrel & Cole,South-East Englewood Water District,11,1,,"390 Union Boulevard, Suite 400",Lakewood,03072,CO,80228,South-East Englewood Water District
-104.901578279666,39.5776424579791,Hybrid Arapahoe 3-27-15 Douglas 4-27-15,www.southgatedistricts.org,,Southgate Water District,11,1,,3722 E Orchard Rd,Centennial,64130,CO,80121,Southgate Water District
-104.753316158882,39.7763731779186,DOLA CTF 04-14-2015,www.gvrmetrodistrict.com,,GVR Metropolitan District,6,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,16011,CO,80111,GVR Metropolitan District
-104.815319013015,39.7853577414605,Denver Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, P.C.",Gateway Village General Improvement District,28,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,16024,CO,80111,Gateway Village G.I.D.
-104.9891585375,39.7088397745,Denver Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",BMP Metropolitan District No. 2,6,1,,"450 East 17th Avenue, Suite 400",Denver,66284,CO,80203-1214,BMP Metropolitan District No. 2
-104.989087455392,39.7088394557491,Denver Public OIT GIS Share 3-27-15,,"c/o McGeady Sisneros, P.C.",BMP Metropolitan District No. 3,6,1,,"450 East 17th Avenue, Suite 400",Denver,66285,CO,80203-1214,BMP Metropolitan District No. 3
-105.441140111437,39.7253839971077,Clear Creek Public OIT GIS Share 3-27-15,,c/o Katie Walker,Saddleback Metropolitan District,6,1,,"5350 S. Roslyn St., #400",Greenwood Village,10013,CO,80111,Saddleback Metropolitan District
-105.539832454348,39.730350114997,Clear Creek Public OIT GIS Share 3-27-15,,,Chicago Creek Sanitation District,10,1,,PO Box 634,Idaho Springs,10002,CO,80452,Chicago Creek Sanitation District
-105.612305638515,39.7660645436159,Clear Creek Public OIT GIS Share 3-27-15,,c/o Seter & Vander Wall P.C.,Central Clear Creek Sanitation District,10,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,10001,CO,80111,Central Clear Creek Sanitation District
-105.647938826318,39.8205278504485,Clear Creek Public OIT GIS Share 3-27-15,,"c/o Seter & Vander Wall, PC",St. Mary's Glacier Water & Sanitation District,12,1,,"7400 E. Orchard Road, Suite 3300",Greenwood Village,10011,CO,80111,St. Mary's Glacier Water & San. District
-105.064926166451,39.5867738029286,DOLA CTF 04-14-2015,,,Columbine Knolls Grove Metropolitan Recreation District,7,1,,6191 West Plymouth Drive,Littleton,30016,CO,80128,Columbine Knolls Grove Metro. Rec. Dist.
-104.497360786984,39.8270381203116,DOLA CTF 04-14-2015,,,Bennett Park and Recreation District,7,1,,P.O. Box 379,Bennett,01102,CO,80102,Bennett Park And Recreation District
-104.857733527394,39.6088611871473,DOLA CTF 04-14-2015,www.ccvprd.org,,Cherry Creek Vista Metropolitan Recreation & Park District,7,1,,PO Box 4610,Parker,03015,CO,80134,Cherry Cr. Vista Metro. Rec. & Park Dist
-104.804453708577,39.5811321504023,DOLA CTF 04-14-2015,,c/o CliftonLarsonAllen LLP,Parker Jordan Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,03103,CO,80111-2814,Parker Jordan Metropolitan District
-106.981010440944,37.184586922924,DOLA CTF 04-14-2015,,,Loma Linda Metropolitan District,6,1,,PO Box 3932,Pagosa Springs,04018,CO,81147,Loma Linda Metropolitan District
-102.652592297199,37.3988650898091,DOLA CTF 04-14-2015,,,Springfield Metropolitan Recreation District,7,1,,PO Box 214,Springfield,05010,CO,81073,Springfield Metro. Recreation District
-102.4332292276,37.3367418739756,DOLA CTF 04-14-2015,,,Vilas Metropolitan Recreation District,7,1,,PO Box 601,Vilas,05018,CO,81087,Vilas Metropolitan Recreation District
-102.187510696719,37.3140678032737,DOLA CTF 04-14-2015,,500 E. Oak,Walsh Metropolitan Recreation District,7,1,,PO Box 614,Walsh,05022,CO,81090,Walsh Metropolitan Recreation District
-102.597926362241,37.0866099033858,DOLA CTF 04-14-2015,,,Campo Park & Recreation District,7,1,,PO Box 59,Campo,05026,CO,81029,Campo Park & Recreation District
-104.898499666855,39.4738492421393,DOLA CTF 04-14-2015,http://cpnmd.org/,,Castle Pines North Metropolitan District,6,1,,PO Box 5067,Denver,18044,CO,80217,Castle Pines North Metropolitan District
-104.603321125622,38.9537502473516,DOLA CTF 04-14-2015,www.woodmenhills.org,,Woodmen Hills Metropolitan District,6,1,,8046 Eastonville Road,Falcon,21089,CO,80831,Woodmen Hills Metropolitan District
-105.006687607028,38.47566308942,DOLA CTF 04-14-2015,,,Penrose Park & Recreation District,7,1,,415 4th Ave,Penrose,22022,CO,81240,Penrose Park & Recreation District
-105.824832679992,39.9352434329045,DOLA CTF 04-14-2015,www.fraservalleyrec.org,,Fraser Valley Metropolitan Recreation,7,1,,PO Box 3348,Winter Park,25005,CO,80482,Fraser Valley Metropolitan Recreation
-105.889660428273,40.2435483250777,DOLA CTF 04-14-2015,,,Grand Lake Metropolitan Recreation District,7,1,,PO Box 590,Grand Lake,25013,CO,80447-0590,Grand Lake Metro. Recreation District
-105.32104014346,39.6310373407692,DOLA CTF 04-14-2015,www.evergreenrecreation.com,,Evergreen Park & Recreation District,7,1,Evergreen Metropolitan Recreation and Park District,1521 Bergen Pkwy,Evergreen,30023,CO,80439-7925,Evergreen Park & Recreation District
-105.062461835072,39.602648261706,DOLA CTF 04-14-2015,,,Leawood Metropolitan Recreation and Park District,7,1,Leawood Metropolitan Recreation & Park,P.O. Box 620802,Littleton,30057,CO,80162,Leawood Metro. Recreation & Park Dist.
-104.915974380921,40.5356010233278,Weld Tax Districts 4-28-2015,,"c/o Pinnacle Consulting Group, Inc.",Northlake Metropolitan District No. 2,6,1,,1627 East 18th Street,Loveland,66506,CO,80538,Northlake Metropolitan District No. 2
-105.173909177289,39.7319023141552,DOLA CTF 04-14-2015,,,Pleasant View Metropolitan District,6,1,,955 Moss Street,Golden,30075,CO,80401,Pleasant View Metropolitan District
-107.774193963567,38.1917713174455,DOLA CTF 04-14-2015,,,Loghill Village Park and Recreation District,7,1,,180 Ponderosa Dr,Ridgway,46013,CO,81432,Loghill Village Park And Rec. District
-105.504546761516,39.5094306958252,DOLA CTF 04-14-2015,www.harrispark.us,,Harris Park Metropolitan District,6,1,Harris Park Water & Sanitation District,2154 Shelton Dr,Bailey,47006,CO,80421,Harris Park Metropolitan District
-106.906320393245,40.5088903244235,DOLA CTF 04-14-2015,,,Steamboat II Metropolitan District,6,1,Steamboat II Water and Sanitation District,PO Box 771277,Steamboat Springs,54017,CO,80477,Steamboat II Metropolitan District
-106.093333900771,39.6184377320202,DOLA CTF 04-14-2015,,,Buffalo Mountain Metropolitan District,6,1,,PO Box 2430,Silverthorne,59005,CO,80498,Buffalo Mountain Metropolitan District
-105.15673381631,39.5723804467488,DOLA CTF 04-14-2015,www.ken-carylranch.org,,Ken-Caryl Ranch Metropolitan District,6,1,,7676 South Continental Divide Road,Littleton,30116,CO,80127,Ken-Caryl Ranch Metropolitan District
-106.091811320711,39.6432953113934,DOLA CTF 04-14-2015,www.rubyranch.com,CRS of Colorado LLC,Willow Brook Metropolitan District,6,1,,7995 E Prentice Ave Ste 103E,Greenwood Village,59023,CO,80111,Willow Brook Metropolitan District
-106.034733547832,39.5363993177165,DOLA CTF 04-14-2015,,,Swan's Nest Metropolitan District,6,1,,375 Revett Drive,Breckenridge,59032,CO,80424,Swan's Nest Metropolitan District
